Geneid	SRR14267546	SRR14267547	SRR14267548	SRR14267549	SRR14267550	SRR14267551	SRR14267552	SRR14267553	SRR14267554	SRR14267555	SRR14267556	SRR14267557	SRR14267558	SRR14267559	SRR14267560	SRR14267561	SRR14267562	SRR14267563	SRR14267564	SRR14267565	SRR14267566
AC010326.1	5	0	4	7	4	2	12	0	16	0	0	5	1	4	0	11	9	0	12	0	4
C19orf18	59	37	32	30	99	64	44	44	81	47	45	69	60	38	22	36	53	15	51	40	49
ZNF606	854	512	693	364	1251	676	793	315	520	435	277	681	493	474	157	812	653	192	504	591	724
AC008969.1	125	116	149	101	295	136	177	85	192	96	62	81	129	104	65	119	59	37	234	232	296
VN2R19P	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	6	2	5	0	0
ZSCAN1	9	0	22	0	110	80	0	13	34	2	2	33	29	20	0	37	18	2	64	4	31
LETM1P2	0	0	0	0	13	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HNRNPDLP4	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ZNF135	147	47	159	57	481	180	122	63	166	96	33	132	146	132	4	203	133	33	108	185	221
RN7SL526P	11	10	6	3	15	3	0	0	2	4	5	0	3	1	0	5	1	2	10	0	6
ZSCAN18	1337	753	1310	890	1952	1177	1378	567	1071	921	523	1156	1152	1518	268	1069	965	260	1246	801	1144
ZNF329	159	101	162	108	179	151	87	73	94	123	87	67	175	119	63	74	80	30	113	105	172
AC008751.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008751.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ZNF274	358	435	528	516	703	603	442	324	496	549	501	384	709	300	473	393	225	129	335	642	457
RPS15AP36	9	3	2	0	0	1	0	0	0	7	1	0	0	0	0	0	0	0	0	0	6
AC020915.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ZNF544	390	286	385	340	584	447	437	242	310	424	261	310	480	287	124	302	178	73	401	483	534
AC020915.6	0	0	3	0	8	0	34	4	1	4	7	5	4	3	5	5	0	1	20	14	9
AC020915.4	25	68	24	16	69	28	73	23	15	22	23	40	18	26	9	21	17	8	20	80	21
AC020915.3	44	13	32	13	58	24	32	15	18	32	27	29	56	12	7	18	28	14	2	26	67
ZNF8	230	285	232	220	289	289	414	109	234	252	145	311	282	172	144	183	99	27	165	209	270
AC020915.2	39	64	65	27	86	36	64	22	45	31	17	53	34	60	55	52	8	10	51	42	70
AC020915.1	97	258	239	282	176	351	309	160	210	260	370	210	385	56	251	129	76	32	161	271	267
AC010642.2	29	36	32	31	30	42	25	17	15	20	42	30	30	22	41	8	7	9	37	48	23
AC010642.1	0	0	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0
ZSCAN22	30	88	87	115	73	57	65	25	41	60	44	40	56	58	23	16	25	5	24	37	80
MIR6806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1BG	0	22	0	0	146	13	5	0	1	5	7	0	0	17	0	0	15	1	0	0	2
AC012313.3	24	22	8	7	202	15	7	0	6	5	2	17	10	30	0	18	10	0	0	0	4
A1BG-AS1	15	55	58	6	24	85	25	40	8	28	26	12	36	22	9	1	0	2	30	38	2
AC012313.10	0	4	14	9	3	17	17	2	0	3	3	0	2	3	0	2	0	0	17	0	3
ZNF497	129	102	72	52	1261	96	124	21	60	62	56	160	56	107	3	95	120	33	85	69	110
AC012313.2	0	2	1	0	13	13	23	0	0	6	3	0	1	11	0	2	0	0	0	0	0
AC012313.6	189	60	83	78	143	44	87	32	39	37	42	60	49	65	22	66	153	44	138	13	61
RNA5SP473	0	0	2	7	0	7	0	0	3	2	0	0	11	6	0	8	2	0	1	0	5
ZNF837	65	70	34	36	44	48	66	30	39	52	11	52	41	60	22	30	13	11	92	30	122
RPS5	1038	1377	1249	752	1666	1722	897	1022	748	1804	1138	1067	1143	1031	528	882	568	149	603	915	1762
MIR4754	0	0	2	0	2	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0
RNF225	0	12	10	6	15	0	12	0	6	27	7	20	30	29	41	32	2	5	42	38	39
LINC02560	0	18	3	2	3	0	0	0	7	6	0	3	5	7	15	11	0	0	0	13	26
ZNF584	382	325	470	368	533	292	422	246	274	178	248	359	579	424	168	312	365	45	445	302	384
AC012313.1	59	42	77	45	122	116	61	59	69	75	74	78	57	158	75	147	39	33	87	261	145
AC012313.4	30	52	30	18	52	22	11	31	20	30	16	14	35	5	6	14	23	2	53	17	17
AC012313.5	17	29	50	19	87	30	37	21	41	52	19	19	31	47	16	38	50	6	42	29	43
ZNF132	65	78	221	137	146	82	49	72	79	93	88	42	84	91	9	87	62	29	106	96	70
AC012313.8	66	47	76	29	89	43	40	34	11	14	41	48	32	74	17	42	40	5	71	57	63
ZNF324B	168	188	258	145	278	144	225	87	149	129	80	193	183	224	49	161	113	31	278	206	266
ZNF324	371	346	337	299	441	325	471	131	323	270	169	329	361	329	275	484	172	78	429	515	380
ZNF446	349	331	399	225	673	319	449	174	379	224	170	427	405	421	110	395	181	60	443	407	449
AC012313.7	23	32	18	4	14	17	7	12	30	10	13	35	22	20	0	0	15	6	9	7	5
SLC27A5	101	40	72	66	111	60	83	48	39	50	50	61	45	62	36	64	52	15	19	87	101
RNU6-1337P	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4
RN7SL693P	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0
AC012313.9	18	6	21	7	30	9	9	27	4	11	13	3	19	22	3	16	16	2	2	20	23
ZBTB45	102	204	302	188	271	149	267	40	97	161	129	132	201	119	80	186	55	27	133	77	247
RN7SL525P	0	0	4	0	0	0	0	9	3	0	5	0	0	0	0	0	0	0	0	0	0
TRIM28	1590	1472	2419	1370	1958	2401	2000	1361	2027	1844	1895	1972	2561	2449	1680	1640	860	313	1521	1637	2343
MIR6807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHMP2A	998	645	965	634	927	869	801	454	520	536	730	727	877	715	727	627	315	134	783	555	796
UBE2M	383	450	591	354	541	561	484	274	271	423	394	441	652	586	498	376	118	60	307	242	477
MZF1-AS1	160	188	167	135	295	178	278	67	167	103	82	311	217	277	158	284	79	25	159	137	204
MZF1	1487	1377	1475	1093	1929	1230	1646	769	1251	647	1178	1130	1196	918	561	1142	1003	333	1236	851	1035
CENPBD1P1	821	583	822	631	975	757	899	666	642	449	496	943	909	856	771	669	465	130	642	248	607
AC016629.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016629.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016629.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1334P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRY	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
RNASEH2CP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOMM22P2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS4Y1	560	0	922	558	977	0	857	523	0	872	762	1035	0	0	0	626	309	108	0	556	0
HSFY3P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAP1L1P2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0
AC006157.1	12	0	6	4	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	0
ZFY	200	0	325	229	252	0	247	129	0	209	203	196	0	0	0	180	56	40	0	138	0
ZFY-AS1	2	0	7	23	1	0	14	3	0	9	11	7	0	0	0	0	1	5	0	9	0
EEF1A1P41	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0
LINC00278	171	0	224	182	101	0	182	83	0	134	178	108	0	0	0	134	30	27	0	333	0
AGPAT5P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRC2CP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP12PY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF19BPY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AC012078.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
UBE2V1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010737.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RNU6-303P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERBP1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AC010722.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH11Y	0	0	0	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-57P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VDAC1P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4A1P2	0	2	0	0	0	1	1	0	1	3	2	1	0	1	1	0	1	0	1	0	0
KRT18P10	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1
SNX3P1Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL26P37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLGAP5P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY23B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006335.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY19P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006335.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2GP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY21B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010154.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY17P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRIP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013412.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOT2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0
ATP5JP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBL1Y	51	0	56	45	153	0	111	27	0	70	40	107	0	0	0	54	47	20	0	147	0
AC011297.1	54	0	29	31	70	0	61	14	0	36	23	27	0	0	7	45	11	9	0	11	0
GPR143P	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRKY	852	0	998	778	1006	3	819	441	0	531	1528	587	0	0	0	544	374	216	5	746	0
RN7SKP282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-941P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-521P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007274.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2HP	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007274.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007274.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RFTN1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007275.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF92P1Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010678.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF736P8Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPY2DP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF736P7Y	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
ZNF736P9Y	0	0	4	0	10	0	12	0	0	0	3	4	0	0	0	0	0	0	0	4	0
RBMY2JP	14	0	20	7	4	0	26	0	0	0	0	6	0	0	0	11	8	5	0	6	0
RBMY2KP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY24P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF736P6Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTCYBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60P3Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF736P10Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016991.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY18	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007967.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007967.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007967.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007967.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OFD1P3Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDY3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP9YP22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP9YP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELOCP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1A3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006158.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY15P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY3AP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
TSPY25P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY16P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC017019.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TTTY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
AC010891.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2NP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006986.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY18P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY13P	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2OP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2QP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY20P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006987.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006987.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006987.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006987.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCMTD1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC27P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010970.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	9	0	0
RNA5-8SP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
AC140113.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf27AP1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
AC140113.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140113.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140113.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC134878.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC134878.2	36	28	28	8	36	4	3	2	16	19	7	10	7	1	2	10	23	1	27	36	0
ANKRD20A6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX18P1Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DUX4L17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
DUX4L18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DUX4L19	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	21	0	0
AC134882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9B1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC134879.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND1P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC134879.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC134879.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASS1P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MXRA5Y	16	11	7	2	0	0	1	3	0	6	12	17	6	0	1	8	0	0	3	9	7
RPS24P1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSFP1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
RN7SL702P	24	0	7	15	9	0	9	0	0	0	6	21	0	0	0	0	11	3	0	0	0
FAM8A4P	171	0	124	54	161	0	99	2	0	27	12	177	0	0	0	100	91	31	0	64	0
ARSEP1	194	0	100	28	207	0	88	0	0	22	4	130	0	0	0	62	126	22	0	58	0
ARSDP1	33	0	37	32	45	0	48	0	0	0	0	23	0	0	0	24	39	2	0	27	0
GYG2P1	0	0	0	0	17	0	20	0	0	7	6	10	0	0	0	7	1	0	4	31	0
XGY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHROOM2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED14P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY15	224	0	354	243	349	0	338	197	0	230	230	191	0	0	3	153	128	46	6	264	2
USP9Y	839	0	1129	581	1251	0	997	418	0	789	803	908	0	0	4	605	397	156	0	482	0
CDY4P	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DDX3Y	1352	20	2438	1975	2032	0	2246	1186	0	1692	2626	3383	0	0	9	1366	887	317	0	994	0
CASKP1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0
SFPQP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAB3P1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
DPPA2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTY	860	9	1189	713	1063	0	1214	556	0	1045	872	927	0	0	0	816	397	193	0	1076	0
PSMA6P1	0	0	2	5	1	1	0	1	0	1	7	1	0	1	1	1	1	0	3	0	1
TMSB4Y	27	0	33	12	47	0	32	6	0	57	22	48	0	0	0	44	11	5	0	20	0
ANOS2P	26	0	56	20	39	0	51	11	0	36	17	35	0	0	0	37	10	5	0	53	0
VCY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VCY1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA4P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010723.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLGN4Y	129	0	126	136	247	0	79	52	0	180	200	168	1	2	1	87	49	39	0	167	0
AGKP1	36	0	6	5	18	0	9	3	0	19	17	2	0	0	0	20	0	4	0	41	0
NLGN4Y-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED13P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYCSP46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006989.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUDPP1	0	0	0	6	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	10	0
STSP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-109P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-184P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SURF6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELOCP35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM41AY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
